Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
User 4,2022-06-12 01:50:55,00:21:31,,CBI 5: The Brain,,Device Type 0,01:45:57,Not latest view,CA (Canada)
User 4,2022-06-11 21:33:32,01:26:45,,CBI 5: The Brain,,Device Type 0,02:04:09,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 20:39:18,00:35:44,,CBI 5: The Brain,,Device Type 0,00:38:03,Not latest view,CA (Canada)
User 4,2022-06-11 20:12:46,00:11:50,,Arrow: Season 2: Three Ghosts (Episode 9),,Device Type 0,00:11:50,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 19:20:54,00:35:57,,Arrow: Season 2: The Scientist (Episode 8),,Device Type 0,00:40:57,00:40:57,AE (United Arab Emirates)
User 4,2022-06-11 19:14:36,00:05:10,,Arrow: Season 2: The Scientist (Episode 8),,Device Type 0,00:04:59,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 18:30:12,00:41:07,,Arrow: Season 2: State v. Queen (Episode 7),,Device Type 0,00:40:55,00:40:55,AE (United Arab Emirates)
User 4,2022-06-11 18:07:21,00:15:37,,Arrow: Season 2: Keep Your Enemies Closer (Episode 6),,Device Type 0,00:41:05,00:41:05,AE (United Arab Emirates)
User 4,2022-06-11 18:03:41,00:03:27,,Arrow: Season 2: Keep Your Enemies Closer (Episode 6),,Device Type 0,00:25:31,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 17:40:07,00:22:41,,Arrow: Season 2: Keep Your Enemies Closer (Episode 6),,Device Type 0,00:22:06,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 17:30:11,00:09:28,,Arrow: Season 2: League of Assassins (Episode 5),,Device Type 0,00:41:15,00:41:15,AE (United Arab Emirates)
User 4,2022-06-11 16:26:14,00:21:15,,Arrow: Season 2: League of Assassins (Episode 5),,Device Type 0,00:31:50,Not latest view,FR (France)
User 4,2022-06-11 16:13:14,00:10:37,,Arrow: Season 2: League of Assassins (Episode 5),,Device Type 0,00:10:37,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 15:42:59,00:29:00,,Arrow: Season 2: Crucible (Episode 4),,Device Type 0,00:40:58,00:40:58,AE (United Arab Emirates)
User 4,2022-06-11 15:35:09,00:03:08,,Arrow: Season 2: Crucible (Episode 4),,Device Type 0,00:12:03,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 15:25:54,00:08:56,,Arrow: Season 2: Crucible (Episode 4),,Device Type 0,00:08:56,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 09:55:09,00:40:22,,Arrow: Season 2: Broken Dolls (Episode 3),,Device Type 0,00:40:22,00:40:22,AE (United Arab Emirates)
User 4,2022-06-11 09:12:15,00:41:14,,Arrow: Season 2: Identity (Episode 2),,Device Type 0,00:41:03,00:41:03,AE (United Arab Emirates)
User 4,2022-06-11 09:08:03,00:04:11,,Arrow: Season 2: City of Heroes (Episode 1),,Device Type 0,00:40:53,00:40:53,AE (United Arab Emirates)
User 4,2022-06-11 08:57:08,00:09:43,,Arrow: Season 2: City of Heroes (Episode 1),,Device Type 0,00:36:42,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 08:53:57,00:03:05,,Arrow: Season 2: City of Heroes (Episode 1),,Device Type 0,00:26:59,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 08:53:21,00:00:21,,Arrow: Season 2: City of Heroes (Episode 1),,Device Type 0,00:24:47,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 08:25:15,00:27:34,,Arrow: Season 2: City of Heroes (Episode 1),,Device Type 0,00:24:26,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 07:33:39,00:41:32,,Arrow: Season 1: Sacrifice (Episode 23),,Device Type 0,00:41:32,00:41:32,AE (United Arab Emirates)
User 4,2022-06-11 06:50:40,00:42:57,,Arrow: Season 1: Darkness on the Edge of Town (Episode 22),,Device Type 0,00:41:10,00:41:10,AE (United Arab Emirates)
User 4,2022-06-11 06:40:51,00:09:49,,Arrow: Season 1: The Undertaking (Episode 21),,Device Type 0,00:40:59,00:40:59,AE (United Arab Emirates)
User 4,2022-06-11 06:12:43,00:21:00,,Arrow: Season 1: The Undertaking (Episode 21),,Device Type 0,00:31:14,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 06:02:05,00:10:15,,Arrow: Season 1: The Undertaking (Episode 21),,Device Type 0,00:10:15,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 06:00:00,00:02:04,,Arrow: Season 1: Home Invasion (Episode 20),,Device Type 0,00:40:56,00:40:56,AE (United Arab Emirates)
User 4,2022-06-11 05:44:15,00:00:02,,Arrow: Season 1: Home Invasion (Episode 20),,Device Type 0,00:38:54,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 05:04:40,00:38:58,,Arrow: Season 1: Home Invasion (Episode 20),,Device Type 0,00:38:58,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 04:24:56,00:26:29,,Arrow: Season 1: Unfinished Business (Episode 19),,Device Type 0,00:40:58,00:40:58,AE (United Arab Emirates)
User 4,2022-06-11 03:57:51,00:17:13,,Arrow: Season 1: Unfinished Business (Episode 19),,Device Type 0,00:16:18,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 03:51:48,00:06:02,,Arrow: Season 1: Salvation (Episode 18),,Device Type 0,00:40:58,00:40:58,AE (United Arab Emirates)
User 4,2022-06-11 03:20:09,00:25:40,,Arrow: Season 1: Salvation (Episode 18),,Device Type 0,00:35:02,Not latest view,AE (United Arab Emirates)
User 4,2022-06-11 03:18:45,00:01:15,,Arrow: Season 1: Unfinished Business (Episode 19),,Device Type 0,00:12:03,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 20:20:06,00:14:05,,Arrow: Season 1: Unfinished Business (Episode 19),,Device Type 0,00:14:05,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 19:38:53,00:41:12,,Arrow: Season 1: Salvation (Episode 18),,Device Type 0,00:40:58,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 19:34:21,00:04:31,,Arrow: Season 1: The Huntress Returns (Episode 17),,Device Type 0,00:40:54,00:40:54,AE (United Arab Emirates)
User 4,2022-06-10 18:32:25,00:36:25,,Arrow: Season 1: The Huntress Returns (Episode 17),,Device Type 0,00:36:26,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 18:32:17,00:00:05,,Arrow: Season 1: Dead to Rights (Episode 16),,Device Type 0,00:00:05,00:00:05,AE (United Arab Emirates)
User 4,2022-06-10 17:47:46,00:41:51,,Arrow: Season 1: Dead to Rights (Episode 16),,Device Type 0,00:40:14,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 17:37:26,00:04:03,,Arrow: Season 1: Dodger (Episode 15),,Device Type 0,00:40:58,00:40:58,AE (United Arab Emirates)
User 4,2022-06-10 16:46:43,00:37:08,,Arrow: Season 1: Dodger (Episode 15),,Device Type 0,00:36:57,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 16:46:31,00:00:09,,Arrow: Season 1: The Odyssey (Episode 14),,Device Type 0,00:00:09,00:00:09,AE (United Arab Emirates)
User 4,2022-06-10 16:31:34,00:08:00,,Arrow: Season 1: The Odyssey (Episode 14),,Device Type 0,00:41:28,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 16:18:33,00:12:52,,Arrow: Season 1: The Odyssey (Episode 14),,Device Type 0,00:33:36,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 15:48:12,00:21:03,,Arrow: Season 1: The Odyssey (Episode 14),,Device Type 0,00:20:48,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 15:38:29,00:09:43,,Arrow: Season 1: Betrayal (Episode 13),,Device Type 0,00:41:02,00:41:02,AE (United Arab Emirates)
User 4,2022-06-10 14:56:31,00:31:28,,Arrow: Season 1: Betrayal (Episode 13),,Device Type 0,00:31:25,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 14:12:26,00:43:28,,Arrow: Season 1: Vertigo (Episode 12),,Device Type 0,00:41:52,00:41:52,AE (United Arab Emirates)
User 4,2022-06-10 14:07:54,00:04:30,,Arrow: Season 1: Trust but Verify (Episode 11),,Device Type 0,00:40:56,00:40:56,AE (United Arab Emirates)
User 4,2022-06-10 12:43:59,00:30:50,,Arrow: Season 1: Trust but Verify (Episode 11),,Device Type 0,00:36:26,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 12:37:07,00:05:41,,Arrow: Season 1: Trust but Verify (Episode 11),,Device Type 0,00:05:39,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 11:43:25,00:41:52,,Arrow: Season 1: Burned (Episode 10),,Device Type 0,00:41:05,00:41:05,AE (United Arab Emirates)
User 4,2022-06-10 11:31:52,00:11:33,,Arrow: Season 1: Year's End (Episode 9),,Device Type 0,00:40:57,00:40:57,AE (United Arab Emirates)
User 4,2022-06-10 10:44:26,00:32:32,,Arrow: Season 1: Year's End (Episode 9),,Device Type 0,00:29:37,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 10:02:29,00:37:01,,Arrow: Season 1: Vendetta (Episode 8),,Device Type 0,00:41:07,00:41:07,AE (United Arab Emirates)
User 4,2022-06-10 09:37:46,00:03:02,,Arrow: Season 1: Vendetta (Episode 8),,Device Type 0,00:04:33,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 09:32:04,00:01:39,,Arrow: Season 1: Vendetta (Episode 8),,Device Type 0,00:01:34,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 09:01:49,00:28:00,,Arrow: Season 1: Muse of Fire (Episode 7),,Device Type 0,00:38:58,00:38:58,AE (United Arab Emirates)
User 4,2022-06-10 08:42:20,00:17:28,,Don,,Device Type 0,02:41:22,02:41:22,AE (United Arab Emirates)
User 4,2022-06-10 08:41:27,00:12:12,,InuYasha: Season 2: The True Owner of the Great Sword! (Episode 8),,Device Type 5,00:13:43,Not latest view,IN (India)
User 4,2022-06-10 08:39:53,00:01:31,Autoplayed: user action: User_Interaction; ,InuYasha: Season 2: Tetsusaiga and Tenseiga (Episode 7),,Device Type 5,00:21:51,00:21:51,IN (India)
User 4,2022-06-10 08:12:52,00:04:19,,Don,,Device Type 0,02:24:32,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 05:30:19,02:22:15,,Don,,Device Type 0,02:20:20,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 04:45:34,00:12:34,,Arrow: Season 1: Muse of Fire (Episode 7),,Device Type 0,00:11:00,Not latest view,AE (United Arab Emirates)
User 4,2022-06-10 04:23:07,00:22:27,,Arrow: Season 1: Legacies (Episode 6),,Device Type 0,00:41:08,00:41:08,AE (United Arab Emirates)
User 4,2022-06-10 04:06:05,00:19:42,Autoplayed: user action: Unspecified; ,InuYasha: Season 2: Tetsusaiga and Tenseiga (Episode 7),,Device Type 5,00:20:27,Not latest view,IN (India)
User 4,2022-06-10 04:05:16,00:00:06,Autoplayed: user action: None; ,Don (Tamil)_hook_primary_16x9,HOOK,Device Type 5,00:00:06,00:00:06,IN (India)
User 4,2022-06-10 03:57:51,00:10:06,,Arrow: Season 1: Legacies (Episode 6),,Device Type 0,00:18:42,Not latest view,AE (United Arab Emirates)
User 4,2022-06-09 19:56:24,00:10:36,,Arrow: Season 1: Legacies (Episode 6),,Device Type 0,00:10:20,Not latest view,AE (United Arab Emirates)
User 4,2022-06-09 19:23:38,00:32:39,,Arrow: Season 1: Damaged (Episode 5),,Device Type 0,00:40:31,00:40:31,AE (United Arab Emirates)
User 4,2022-06-09 18:48:16,00:11:32,,Arrow: Season 1: Damaged (Episode 5),,Device Type 0,00:11:32,Not latest view,AE (United Arab Emirates)
User 4,2022-06-09 18:01:39,00:41:33,,Arrow: Season 1: An Innocent Man (Episode 4),,Device Type 0,00:41:10,00:41:10,AE (United Arab Emirates)
User 4,2022-06-09 17:15:42,00:43:03,,Arrow: Season 1: Lone Gunmen (Episode 3),,Device Type 0,00:41:49,00:41:49,AE (United Arab Emirates)
User 4,2022-06-09 16:44:35,00:26:59,,Arrow: Season 1: Honor Thy Father (Episode 2),,Device Type 0,00:41:46,00:41:46,AE (United Arab Emirates)
User 4,2022-06-09 16:28:57,00:15:24,,Arrow: Season 1: Honor Thy Father (Episode 2),,Device Type 0,00:15:24,Not latest view,AE (United Arab Emirates)
User 4,2022-06-09 15:40:42,00:42:25,,Arrow: Season 1: Pilot (Episode 1),,Device Type 0,00:42:02,00:42:02,AE (United Arab Emirates)
User 4,2022-06-09 15:39:02,00:00:12,,Shadowhunters (Trailer),TRAILER,Device Type 0,00:00:12,00:00:12,AE (United Arab Emirates)
User 4,2022-06-09 15:00:40,00:20:46,Autoplayed: user action: None; ,"InuYasha: Season 2: Kikyo, Captured by Naraku (Episode 6)",,Device Type 5,00:20:46,00:20:46,IN (India)
User 4,2022-06-09 14:59:21,00:00:11,Autoplayed: user action: None; ,Close (Trailer),TRAILER,Device Type 5,00:00:11,00:00:11,IN (India)
User 4,2022-06-09 14:52:55,00:44:08,,Hustle,,Device Type 0,01:47:23,01:47:23,AE (United Arab Emirates)
User 4,2022-06-09 13:35:21,01:06:57,,Hustle,,Device Type 0,01:06:53,Not latest view,AE (United Arab Emirates)
User 4,2022-06-09 08:10:59,00:01:00,Autoplayed: user action: None; ,"InuYasha: Season 2: Kikyo, Captured by Naraku (Episode 6)",,Device Type 5,00:01:00,Not latest view,IN (India)
User 4,2022-06-09 07:50:11,00:20:41,Autoplayed: user action: User_Interaction; ,"InuYasha: Season 2: Kikyo and Inuyasha, Into the Miasma (Episode 5)",,Device Type 5,00:21:54,00:21:54,IN (India)
User 4,2022-06-09 02:46:11,00:00:30,,Season 2 Teaser 2: She,TEASER_TRAILER,Device Type 0,00:00:30,00:00:30,AE (United Arab Emirates)
User 4,2022-06-09 02:44:55,00:01:10,,Season 1 Trailer: She,TRAILER,Device Type 0,00:01:10,00:01:10,AE (United Arab Emirates)
User 4,2022-06-09 02:43:41,00:01:02,,She: Season 1 PVS Clip 1,HOOK,Device Type 0,00:01:02,00:01:02,AE (United Arab Emirates)
User 4,2022-06-08 15:47:33,00:00:07,Autoplayed: user action: None; ,"InuYasha: Season 2: Kikyo and Inuyasha, Into the Miasma (Episode 5)",,Device Type 5,00:00:07,Not latest view,IN (India)
User 4,2022-06-08 15:25:01,00:20:42,Autoplayed: user action: Unspecified; ,"InuYasha: Season 2: Jinenji, Kind Yet Sad (Episode 4)",,Device Type 5,00:21:51,00:21:51,IN (India)
User 4,2022-06-08 15:03:09,00:21:51,,InuYasha: Season 2: Tetsusaiga Is Stolen! Showdown at Naraku's Castle! (Episode 3),,Device Type 5,00:21:51,00:21:51,IN (India)
User 4,2022-06-08 14:47:12,00:15:42,Autoplayed: user action: User_Interaction; ,InuYasha: Season 2: Sango's Suffering and Kohaku's Life (Episode 2),,Device Type 5,00:21:52,00:21:52,IN (India)
User 4,2022-06-08 07:59:57,00:03:10,,InuYasha: Season 2: Sango's Suffering and Kohaku's Life (Episode 2),,Device Type 5,00:04:25,Not latest view,IN (India)
User 4,2022-06-08 07:39:26,00:20:15,,InuYasha: Season 2: Miroku Falls into a Dangerous Trap (Episode 1),,Device Type 5,00:21:57,00:21:57,IN (India)
User 4,2022-06-08 04:36:09,00:00:56,,InuYasha: Season 2: Miroku Falls into a Dangerous Trap (Episode 1),,Device Type 5,00:02:09,Not latest view,IN (India)
User 4,2022-06-08 04:13:01,00:20:36,,InuYasha: Season 1: The Lake of the Evil Water God (Episode 27),,Device Type 5,00:21:49,00:21:49,IN (India)
User 4,2022-06-08 04:01:19,00:11:38,Autoplayed: user action: User_Interaction; ,InuYasha: Season 1: Secret of the Jewel of Four Souls Revealed (Episode 26),,Device Type 5,00:21:50,00:21:50,IN (India)
User 4,2022-06-07 19:35:30,00:09:19,,Lucifer: Season 6: Partners 'Til the End (Episode 10),,Device Type 0,00:50:29,00:50:29,AE (United Arab Emirates)
User 4,2022-06-07 18:45:38,00:49:51,,"Lucifer: Season 6: Goodbye, Lucifer (Episode 9)",,Device Type 0,01:03:54,01:03:54,AE (United Arab Emirates)
User 4,2022-06-07 18:29:48,00:15:33,,"Lucifer: Season 6: Goodbye, Lucifer (Episode 9)",,Device Type 0,00:14:15,Not latest view,AE (United Arab Emirates)
User 4,2022-06-07 17:34:25,00:32:54,,"Lucifer: Season 6: Save the Devil, Save the World (Episode 8)",,Device Type 0,00:53:35,00:53:35,AE (United Arab Emirates)
User 4,2022-06-07 17:03:02,00:20:42,,"Lucifer: Season 6: Save the Devil, Save the World (Episode 8)",,Device Type 0,00:20:42,Not latest view,CA (Canada)
User 4,2022-06-07 16:43:53,00:17:11,,Lucifer: Season 6: My Best Fiend's Wedding (Episode 7),,Device Type 0,00:56:45,00:56:45,AE (United Arab Emirates)
User 4,2022-06-07 15:38:26,00:09:01,,InuYasha: Season 1: Secret of the Jewel of Four Souls Revealed (Episode 26),,Device Type 5,00:10:14,Not latest view,IN (India)
User 4,2022-06-07 15:19:44,00:18:40,,InuYasha: Season 1: Naraku's Insidious Plot (Episode 25),,Device Type 5,00:21:53,00:21:53,IN (India)
User 4,2022-06-07 15:16:14,00:03:27,,"InuYasha: Season 1: Enter Sango, the Demon Slayer (Episode 24)",,Device Type 5,00:21:50,00:21:50,IN (India)
User 4,2022-06-07 12:05:39,00:40:07,,Lucifer: Season 6: My Best Fiend's Wedding (Episode 7),,Device Type 0,00:39:54,Not latest view,AE (United Arab Emirates)
User 4,2022-06-07 11:09:13,00:53:04,,Lucifer: Season 6: A Lot Dirtier Than That (Episode 6),,Device Type 0,00:52:37,00:52:37,AE (United Arab Emirates)
User 4,2022-06-07 10:49:53,00:19:18,,Lucifer: Season 6: The Murder of Lucifer Morningstar (Episode 5),,Device Type 0,00:45:15,00:45:15,AE (United Arab Emirates)
User 4,2022-06-07 07:49:15,00:17:13,,"InuYasha: Season 1: Enter Sango, the Demon Slayer (Episode 24)",,Device Type 5,00:18:25,Not latest view,IN (India)
User 4,2022-06-07 07:43:01,00:06:10,,InuYasha: Season 1: Kagome's Voice and Kikyo's Kiss (Episode 23),,Device Type 5,00:21:42,00:21:42,IN (India)
User 4,2022-06-07 07:42:51,00:00:06,Autoplayed: user action: None; ,InuYasha: Season 1_hook_primary_16x9,HOOK,Device Type 5,00:00:06,Not latest view,IN (India)
User 4,2022-06-07 07:10:59,00:37:48,,Lucifer: Season 6: The Murder of Lucifer Morningstar (Episode 5),,Device Type 0,00:36:02,Not latest view,AE (United Arab Emirates)
User 4,2022-06-07 06:53:39,00:17:19,,Lucifer: Season 6: Pin the Tail on the Daddy (Episode 4),,Device Type 0,00:42:50,00:42:50,AE (United Arab Emirates)
User 4,2022-06-07 06:20:26,00:21:32,,Lucifer: Season 6: Pin the Tail on the Daddy (Episode 4),,Device Type 0,00:25:33,Not latest view,AE (United Arab Emirates)
User 4,2022-06-07 06:09:43,00:04:05,,Lucifer: Season 6: Pin the Tail on the Daddy (Episode 4),,Device Type 0,00:04:05,Not latest view,AE (United Arab Emirates)
User 4,2022-06-07 05:35:23,00:30:49,,Lucifer: Season 6: Yabba Dabba Do Me (Episode 3),,Device Type 0,00:43:18,00:43:18,AE (United Arab Emirates)
User 4,2022-06-07 05:14:25,00:12:34,,Lucifer: Season 6: Yabba Dabba Do Me (Episode 3),,Device Type 0,00:12:44,Not latest view,AE (United Arab Emirates)
User 4,2022-06-07 03:56:04,00:48:33,,Lucifer: Season 6: Buckets of Baggage (Episode 2),,Device Type 0,00:53:51,00:53:51,AE (United Arab Emirates)
User 4,2022-06-07 03:48:34,00:07:25,,Lucifer: Season 6: Buckets of Baggage (Episode 2),,Device Type 0,00:07:35,Not latest view,AE (United Arab Emirates)
User 4,2022-06-07 03:47:26,00:01:08,,Lucifer: Season 6: Nothing Ever Changes Around Here (Episode 1),,Device Type 0,00:46:21,00:46:21,AE (United Arab Emirates)
User 4,2022-06-07 03:34:55,00:11:40,Autoplayed: user action: Unspecified; ,InuYasha: Season 1: Kagome's Voice and Kikyo's Kiss (Episode 23),,Device Type 5,00:15:37,Not latest view,IN (India)
User 4,2022-06-07 03:13:13,00:18:38,,Lucifer: Season 6: Nothing Ever Changes Around Here (Episode 1),,Device Type 0,00:45:20,Not latest view,CA (Canada)
User 4,2022-06-06 15:29:18,00:04:00,,InuYasha: Season 1: Kagome's Voice and Kikyo's Kiss (Episode 23),,Device Type 5,00:04:00,Not latest view,IN (India)
User 4,2022-06-06 15:17:06,00:12:08,,InuYasha: Season 1: A Wicked Smile; Kikyo's Wandering Soul (Episode 22),,Device Type 5,00:21:51,00:21:51,IN (India)
User 4,2022-06-06 13:17:36,00:26:36,,Lucifer: Season 6: Nothing Ever Changes Around Here (Episode 1),,Device Type 0,00:26:44,Not latest view,AE (United Arab Emirates)
User 4,2022-06-06 12:39:11,00:38:03,,Lucifer: Season 5: A Chance at a Happy Ending (Episode 16),,Device Type 0,00:51:57,00:51:57,AE (United Arab Emirates)
User 4,2022-06-06 10:49:41,00:18:14,,Interceptor,,Device Type 0,01:30:44,01:30:44,AE (United Arab Emirates)
User 4,2022-06-06 09:59:59,00:27:32,,Interceptor,,Device Type 0,01:19:26,Not latest view,AE (United Arab Emirates)
User 4,2022-06-06 08:03:40,00:08:10,,InuYasha: Season 1: A Wicked Smile; Kikyo's Wandering Soul (Episode 22),,Device Type 5,00:09:46,Not latest view,IN (India)
User 4,2022-06-06 08:02:09,00:01:26,Autoplayed: user action: User_Interaction; ,InuYasha: Season 1: Naraku's True Identity Unveiled (Episode 21),,Device Type 5,00:21:50,00:21:50,IN (India)
User 4,2022-06-06 08:01:33,00:00:27,Autoplayed: user action: None; ,The Witches_hook_primary_16x9,HOOK,Device Type 5,00:00:27,00:00:27,IN (India)
User 4,2022-06-06 07:11:23,00:11:23,,Interceptor,,Device Type 0,00:51:56,Not latest view,AE (United Arab Emirates)
User 4,2022-06-06 06:35:51,00:18:20,,Interceptor,,Device Type 0,00:40:38,Not latest view,AE (United Arab Emirates)
User 4,2022-06-06 05:43:27,00:23:21,,Interceptor,,Device Type 0,00:22:54,Not latest view,AE (United Arab Emirates)
User 4,2022-06-06 05:24:28,00:08:59,,Lucifer: Season 5: A Chance at a Happy Ending (Episode 16),,Device Type 0,00:13:55,Not latest view,AE (United Arab Emirates)
User 4,2022-06-06 05:19:21,00:04:53,,Lucifer: Season 5: A Chance at a Happy Ending (Episode 16),,Device Type 0,00:05:02,Not latest view,AE (United Arab Emirates)
User 4,2022-06-06 04:24:59,00:19:12,,InuYasha: Season 1: Naraku's True Identity Unveiled (Episode 21),,Device Type 5,00:20:24,Not latest view,IN (India)
User 4,2022-06-06 04:22:29,00:42:37,,Lucifer: Season 5: Is This Really How It's Going to End?! (Episode 15),,Device Type 0,01:01:29,01:01:29,AE (United Arab Emirates)
User 4,2022-06-06 03:58:29,00:21:47,,InuYasha: Season 1: Despicable Villain: The Mystery of Onigumo! (Episode 20),,Device Type 5,00:21:49,00:21:49,IN (India)
User 4,2022-06-06 03:57:02,00:01:12,Autoplayed: user action: User_Interaction; ,"InuYasha: Season 1: Go Home to Your Own Time, Kagome! (Episode 19)",,Device Type 5,00:21:49,00:21:49,IN (India)
User 4,2022-06-06 03:47:25,00:19:22,,Lucifer: Season 5: Is This Really How It's Going to End?! (Episode 15),,Device Type 0,00:19:09,Not latest view,AE (United Arab Emirates)
User 4,2022-06-06 03:40:48,00:06:37,,Lucifer: Season 5: Nothing Lasts Forever (Episode 14),,Device Type 0,00:57:03,00:57:03,AE (United Arab Emirates)
User 4,2022-06-06 03:19:23,00:21:10,,Lucifer: Season 5: Nothing Lasts Forever (Episode 14),,Device Type 0,00:50:30,Not latest view,AE (United Arab Emirates)
User 4,2022-06-06 01:22:07,00:07:55,,Lucifer: Season 5: Nothing Lasts Forever (Episode 14),,Device Type 0,00:29:22,Not latest view,AE (United Arab Emirates)
User 4,2022-06-05 19:22:52,00:21:41,,Lucifer: Season 5: Nothing Lasts Forever (Episode 14),,Device Type 0,00:21:38,Not latest view,AE (United Arab Emirates)
User 4,2022-06-05 18:40:12,00:42:39,,Lucifer: Season 5: A Little Harmless Stalking (Episode 13),,Device Type 0,00:59:20,00:59:20,AE (United Arab Emirates)
User 4,2022-06-05 16:18:31,00:11:19,,Lucifer: Season 5: A Little Harmless Stalking (Episode 13),,Device Type 0,00:18:18,Not latest view,AE (United Arab Emirates)
User 4,2022-06-05 16:11:32,00:06:55,,Lucifer: Season 5: A Little Harmless Stalking (Episode 13),,Device Type 0,00:07:04,Not latest view,AE (United Arab Emirates)
User 4,2022-06-05 15:50:55,00:20:36,,Lucifer: Season 5: Daniel Espinoza: Naked and Afraid (Episode 12),,Device Type 0,00:56:50,00:56:50,AE (United Arab Emirates)
User 4,2022-06-05 15:07:22,00:37:59,,Jana Gana Mana,,Device Type 5,02:39:58,02:39:58,IN (India)
User 4,2022-06-05 14:29:10,00:36:19,,Lucifer: Season 5: Daniel Espinoza: Naked and Afraid (Episode 12),,Device Type 0,00:36:21,Not latest view,AE (United Arab Emirates)
User 4,2022-06-05 13:59:56,00:00:01,,Beyond Stranger Things: Beyond 2: Mind Blown (Episode 1),,Device Type 0,00:03:48,00:03:48,IN (India)
User 4,2022-06-05 13:27:33,00:51:36,,Lucifer: Season 5: Resting Devil Face (Episode 11),,Device Type 0,00:51:34,00:51:34,AE (United Arab Emirates)
User 4,2022-06-05 13:04:14,01:57:58,,Jana Gana Mana,,Device Type 5,02:01:58,Not latest view,IN (India)
User 4,2022-06-05 13:00:07,00:02:15,Autoplayed: user action: User_Interaction; ,Jana Gana Mana,,Device Type 5,00:04:02,Not latest view,IN (India)
User 4,2022-06-05 12:59:45,00:00:04,Autoplayed: user action: None; ,Jana Gana Mana,,Device Type 5,00:00:05,Not latest view,IN (India)
User 4,2022-06-05 12:57:58,00:00:23,Autoplayed: user action: None; ,Jana 2022 (Telugu)_hook_03_16x9,HOOK,Device Type 5,00:00:25,00:00:25,IN (India)
User 4,2022-06-05 12:22:02,01:05:28,,Lucifer: Season 5: Bloody Celestial Karaoke Jam (Episode 10),,Device Type 0,00:58:46,00:58:46,AE (United Arab Emirates)
User 4,2022-06-05 11:10:42,00:53:32,,Lucifer: Season 5: Family Dinner (Episode 9),,Device Type 0,00:53:39,00:53:39,AE (United Arab Emirates)
User 4,2022-06-05 10:08:25,01:02:01,,Lucifer: Season 5: Spoiler Alert (Episode 8),,Device Type 0,01:00:35,01:00:35,AE (United Arab Emirates)
User 4,2022-06-05 09:41:46,00:25:30,,Lucifer: Season 5: Our Mojo (Episode 7),,Device Type 0,00:54:10,00:54:10,AE (United Arab Emirates)
User 4,2022-06-05 09:32:06,00:00:18,,Lucifer: Season 5: Our Mojo (Episode 7),,Device Type 0,00:28:43,Not latest view,AE (United Arab Emirates)
User 4,2022-06-05 08:56:42,00:28:25,,Lucifer: Season 5: Our Mojo (Episode 7),,Device Type 0,00:28:25,Not latest view,AE (United Arab Emirates)
User 4,2022-06-05 08:21:38,00:17:39,,"InuYasha: Season 1: Go Home to Your Own Time, Kagome! (Episode 19)",,Device Type 5,00:19:55,Not latest view,IN (India)
User 4,2022-06-05 07:59:49,00:21:47,,InuYasha: Season 1: Naraku and Sesshomaru Join Forces (Episode 18),,Device Type 5,00:21:47,00:21:47,IN (India)
User 4,2022-06-05 07:56:54,00:02:53,,InuYasha: Season 1: The Cursed Ink of the Hell-Painter (Episode 17),,Device Type 5,00:21:49,00:21:49,IN (India)
User 4,2022-06-05 07:56:34,00:00:05,Autoplayed: user action: None; ,Sonic the Hedgehog_hook_03_16x9,HOOK,Device Type 5,00:00:05,00:00:05,IN (India)
